"Date Inserted","Reporting Date","Sale Month","Store","Artist","Title","ISRC","UPC","Quantity","Team Percentage","Source Type","Country of Sale","Songwriter Royalties Withheld (USD)","Earnings (USD)","Recoup (USD)"
"2026-03-25","2026-03-25","2026-02","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","4","100","Song","MX","0.00000","0.008662448074",
"2026-03-25","2026-03-25","2026-02","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","IN","0.00000","0.001491586119",
"2026-03-25","2026-03-25","2026-02","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","GB","0.00000","0.013786853540",
"2026-03-25","2026-03-25","2026-02","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","DE","0.00000","0.015452123139",
"2026-03-25","2026-03-25","2026-02","iTunes Match","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","US","0.00000","0.000773402863",
"2026-03-24","2026-03-24","2026-02","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","10","100","Song","CA","0.00000","0.037796152635",
"2026-03-17","2026-03-17","2026-01","Pandora","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","US","0.00000","0.006034315337",
"2026-03-17","2026-03-17","2026-01","Pandora","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","US","0.00000","0.013296261989",
"2026-03-17","2026-03-17","2026-01","Pandora","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","6","100","Song","US","0.00000","0.030105000217",
"2026-03-17","2026-03-17","2026-01","Pandora","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","US","0.00000","0.007000000000",
"2026-03-17","2026-03-17","2025-11","NetEase","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","US","0.00000","0.001374561356",
"2026-03-17","2026-03-17","2025-10","NetEase","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","US","0.00000","0.001419296179",
"2026-03-17","2026-03-17","2025-10","LyricFind","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","ZA","0.00000","0.000830000292",
"2026-03-17","2026-03-17","2025-10","LyricFind","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","39","100","Song","US","0.00000","0.016161548685",
"2026-03-17","2026-03-17","2025-10","LyricFind","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","PG","0.00000","0.000830000292",
"2026-03-17","2026-03-17","2025-10","LyricFind","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","MX","0.00000","0.001245000438",
"2026-03-17","2026-03-17","2025-10","LyricFind","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","GB","0.00000","0.000830000292",
"2026-03-17","2026-03-17","2025-10","LyricFind","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","BR","0.00000","0.000830000292",
"2026-03-17","2026-03-17","2025-10","LyricFind","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","AE","0.00000","0.000415000146",
"2026-03-17","2026-03-17","2026-01","Amazon Unlimited (Streaming)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","6","100","Song","MX","0.00000","0.031987838815",
"2026-03-17","2026-03-17","2026-01","Amazon Unlimited (Streaming)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","252","100","Song","US","0.00000","1.920611112188",
"2026-03-17","2026-03-17","2026-01","Amazon Prime (Streaming)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","2","100","Song","US","0.00000","0.004266128636",
"2026-03-17","2026-03-17","2026-01","Amazon Prime (Streaming)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","19","100","Song","US","0.00000","0.076790315458",
"2026-03-17","2026-03-17","2026-01","Amazon Songs","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","US","0.00000","0.497715007601",
"2026-03-17","2026-03-17","2026-01","Amazon Unlimited (Streaming)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","6","100","Song","DE","0.00000","0.028084919495",
"2026-03-16","2026-03-16","2026-01","Tidal","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","US","0.00000","0.058675299887",
"2026-03-16","2026-03-16","2026-01","Tidal","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","5","100","Song","MX","0.00000","0.034984434765",
"2026-03-16","2026-03-16","2026-01","Tidal","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","5","100","Song","FR","0.00000","0.064314905369",
"2026-03-16","2026-03-16","2025-12","Deezer","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","25","100","Song","US","0.00000","0.100414685466",
"2026-03-16","2026-03-16","2025-04","Musixmatch","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","MX","0.00000","0.000238360709",
"2026-03-16","2026-03-16","2025-12","Youtube Shorts","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1111","100","Song","US","0.00000","0.010205831460",
"2026-03-16","2026-03-16","2025-11","Youtube Shorts","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","239","100","Song","ZZ","0.00000","0.001669888660",
"2026-03-16","2026-03-16","2025-11","Youtube Shorts","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","374","100","Song","US","0.00000","0.002613131209",
"2026-03-16","2026-03-16","2025-10","Youtube Shorts","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","111","100","Song","US","0.00000","0.000354633433",
"2026-03-16","2026-03-16","2025-04","Musixmatch","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","23","100","Song","US","0.00000","0.017260373448",
"2026-03-04","2026-03-04","2025-11","Deezer","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","6","100","Song","US","0.00000","0.022350793700",
"2026-03-04","2026-03-04","2025-11","Deezer","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","6","100","Song","FR","0.00000","0.026528190390",
"2026-02-27","2026-02-27","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","5","100","Song","GB","0.00000","0.014003043736",
"2026-02-27","2026-02-27","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1637","100","Song","US","0.00000","6.346337614301",
"2026-02-27","2026-02-27","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","SN","0.00000","0.000788999703",
"2026-02-27","2026-02-27","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","6","100","Song","NG","0.00000","0.000031999987",
"2026-02-27","2026-02-27","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","MA","0.00000","0.000158999940",
"2026-02-27","2026-02-27","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","KE","0.00000","0.000123999953",
"2026-02-27","2026-02-27","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","JO","0.00000","0.010438996075",
"2026-02-27","2026-02-27","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","GT","0.00000","0.000119999954",
"2026-02-27","2026-02-27","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","DO","0.00000","0.000159999939",
"2026-02-27","2026-02-27","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","4","100","Song","CM","0.00000","0.005935997768",
"2026-02-27","2026-02-27","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","BY","0.00000","0.000001999999",
"2026-02-27","2026-02-27","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","BO","0.00000","0.000004999998",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","6","100","Song","ZA","0.00000","0.000890988665",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","TR","0.00000","0.000096513963",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","4","100","Song","PT","0.00000","0.000703845735",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","5","100","Song","PL","0.00000","0.006479382564",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","5","100","Song","PH","0.00000","0.001557170414",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","4","100","Song","NZ","0.00000","0.006119220699",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","85","100","Song","MX","0.00000","0.128668414631",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","MK","0.00000","0.000300134887",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","JP","0.00000","0.000480215819",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","IT","0.00000","0.001015750618",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","ID","0.00000","0.000015300994",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","5","100","Song","HU","0.00000","0.008310793875",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","71","100","Song","FR","0.00000","0.250232459933",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","11","100","Song","ES","0.00000","0.005212931040",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","EE","0.00000","0.008346103862",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","31","100","Song","DE","0.00000","0.170268286993",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","CZ","0.00000","0.001949111267",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","4","100","Song","CY","0.00000","0.000453144829",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","46","100","Song","CA","0.00000","0.108222755317",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","5","100","Song","BR","0.00000","0.009646688373",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","BE","0.00000","0.002921312901",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","36","100","Song","AU","0.00000","0.078497631491",
"2026-02-26","2026-02-26","2025-12","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","AT","0.00000","0.000790943702",
"2026-02-26","2026-02-26","2026-01","iTunes Match","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","2","100","Song","US","0.00000","0.001607469786",
"2026-02-26","2026-02-26","2026-01","iTunes Match","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","US","0.00000","0.002411204679",
"2026-02-26","2026-02-26","2026-01","iTunes Songs","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","1","100","Song","US","0.00000","0.489802556972",
"2026-02-26","2026-02-26","2026-01","iTunes Songs","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","8","100","Song","US","0.00000","3.918420455783",
"2026-02-26","2026-02-26","2026-01","Apple Music","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","47","100","Song","US","0.00000","0.272584119328",
"2026-02-26","2026-02-26","2026-01","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2501","100","Song","US","0.00000","15.809168207573",
"2026-02-26","2026-02-26","2026-01","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","19","100","Song","MX","0.00000","0.044620255675",
"2026-02-26","2026-02-26","2026-01","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","IN","0.00000","0.001472546018",
"2026-02-26","2026-02-26","2026-01","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","HU","0.00000","0.006655782466",
"2026-02-26","2026-02-26","2026-01","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","GB","0.00000","0.021698369096",
"2026-02-26","2026-02-26","2026-01","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","FR","0.00000","0.008770833993",
"2026-02-26","2026-02-26","2026-01","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","DE","0.00000","0.022870841745",
"2026-02-25","2026-02-25","2026-01","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","8","100","Song","BR","0.00000","0.050977527720",
"2026-02-25","2026-02-25","2026-01","Apple Music","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","1","100","Song","CA","0.00000","0.003774222519",
"2026-02-25","2026-02-25","2026-01","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","13","100","Song","CA","0.00000","0.056111663697",
"2026-02-25","2026-02-25","2026-01","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","AU","0.00000","0.003830391622",
"2026-02-25","2026-02-25","2026-01","Youtube Shorts Composition","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1563","100","Song","US","0.00000","0.021678132630",
"2026-02-24","2026-02-24","2026-01","YouTube (Red) - Composition","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","US","0.00000","0.002904038766",
"2026-02-24","2026-02-24","2026-01","YouTube (Red) - Composition","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1448","100","Song","US","0.00000","2.187683315743",
"2026-02-24","2026-02-24","2026-01","YouTube (Audio)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","18","100","Song","US","0.00000","0.045003140917",
"2026-02-24","2026-02-24","2026-01","YouTube (Audio)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","AU","0.00000","0.001897835256",
"2026-02-24","2026-02-24","2026-01","YouTube (Ads) - Composition","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","7279","100","Song","US","0.00000","6.965844289224",
"2026-02-24","2026-02-24","2026-01","YouTube (Ads) - Composition","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","GU","0.00000","0.000018121264",
"2026-02-24","2026-02-24","2026-01","YouTube (Ads) - Composition","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","29","100","Song","AS","0.00000","0.001364375224",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","1","100","Song","GB","0.00000","0.000232416221",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","0","100","Song","YT","0.00000","0.000098406868",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","7279","100","Song","US","0.00000","23.219480964081",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","SE","0.00000","0.008063362768",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","SA","0.00000","0.000524036574",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","PL","0.00000","0.002635783960",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","PE","0.00000","0.000126408822",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","PA","0.00000","0.000076405332",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","NZ","0.00000","0.003905072547",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","113","100","Song","MX","0.00000","0.041766114994",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","MQ","0.00000","0.000372025964",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","0","100","Song","JP","0.00000","0.001361295009",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","IT","0.00000","0.005941614684",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","IN","0.00000","0.001017270998",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","ID","0.00000","0.000054403797",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","HU","0.00000","0.000787654973",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","GU","0.00000","0.000060404215",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","6","100","Song","GB","0.00000","0.007321711006",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","38","100","Song","FR","0.00000","0.129508638834",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","FI","0.00000","0.000383626774",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","ES","0.00000","0.003223424973",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","68","100","Song","DE","0.00000","0.158572667308",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","CR","0.00000","0.000870860780",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","CO","0.00000","0.003387436420",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","CH","0.00000","0.000448831325",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","49","100","Song","CA","0.00000","0.064894929230",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","13","100","Song","BR","0.00000","0.005273568059",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","BE","0.00000","0.005231565128",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","7","100","Song","AU","0.00000","0.007318910810",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","4","100","Song","AT","0.00000","0.004181891868",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","29","100","Song","AS","0.00000","0.004547917414",
"2026-02-24","2026-02-24","2026-01","YouTube (Red)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","6","100","Song","US","0.00000","0.069932234673",
"2026-02-24","2026-02-24","2026-01","YouTube (Red)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","393","100","Song","US","0.00000","3.982519376071",
"2026-02-24","2026-02-24","2026-01","YouTube (Red)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","RO","0.00000","0.002640339233",
"2026-02-24","2026-02-24","2026-01","YouTube (Red)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","PL","0.00000","0.003718165436",
"2026-02-24","2026-02-24","2026-01","YouTube (Red)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","MX","0.00000","0.005759835626",
"2026-02-24","2026-02-24","2026-01","YouTube (Red)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","HU","0.00000","0.004711958785",
"2026-02-24","2026-02-24","2026-01","YouTube (Red)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","DE","0.00000","0.020834909025",
"2026-02-24","2026-02-24","2026-01","YouTube (Red)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","CA","0.00000","0.011779479192",
"2026-02-24","2026-02-24","2026-01","YouTube (Red)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","6","100","Song","BR","0.00000","0.036157051413",
"2026-02-24","2026-02-24","2026-01","YouTube (Red)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","AU","0.00000","0.015276010719",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","1","100","Song","US","0.00000","0.003196776984",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","1","100","Song","DE","0.00000","0.002877984325",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","US","0.00000","0.009590330953",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","US","0.00000","0.005043424520",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","US","0.00000","0.003196776984",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","US","0.00000","0.005043424520",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","7","100","Song","US","0.00000","0.022305302699",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","4","100","Song","US","0.00000","0.009352009427",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1010","100","Song","US","0.00000","10.723259416528",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","SE","0.00000","0.026275889882",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","RO","0.00000","0.001357689684",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","RO","0.00000","0.006336814162",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","NZ","0.00000","0.012399227322",
"2026-02-24","2026-02-24","2026-01","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","18","100","Song","MX","0.00000","0.059299775543",
