"Date Inserted","Reporting Date","Sale Month","Store","Artist","Title","ISRC","UPC","Quantity","Team Percentage","Source Type","Country of Sale","Songwriter Royalties Withheld (USD)","Earnings (USD)","Recoup (USD)"
"2026-01-20","2026-01-20","2025-11","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","ES","0.00000","0.000987755299",
"2026-01-20","2026-01-20","2025-11","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","47","100","Song","DE","0.00000","0.253253030395",
"2026-01-20","2026-01-20","2025-11","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","CY","0.00000","0.000159015835",
"2026-01-20","2026-01-20","2025-11","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","40","100","Song","CA","0.00000","0.067425035683",
"2026-01-20","2026-01-20","2025-11","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","7","100","Song","BR","0.00000","0.016878892561",
"2026-01-20","2026-01-20","2025-11","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","BE","0.00000","0.000321513769",
"2026-01-20","2026-01-20","2025-11","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","28","100","Song","AU","0.00000","0.061251274884",
"2026-01-16","2026-01-16","2025-11","Amazon Prime (Streaming)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","2","100","Song","US","0.00000","0.004265611277",
"2026-01-16","2026-01-16","2025-11","Amazon Prime (Streaming)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","14","100","Song","US","0.00000","0.055452946610",
"2026-01-09","2026-01-09","2025-10","TikTok (Social Media Pack)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","50","100","Song","US","0.00000","0.042913779984",
"2026-01-09","2026-01-09","2025-10","TikTok","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","512","100","Song","US","0.00000","0.549296383781",
"2026-01-09","2026-01-09","2025-10","TikTok","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","CA","0.00000","0.001072844545",
"2026-01-09","2026-01-09","2025-07","LyricFind","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","18","100","Song","US","0.00000","0.004400734000",
"2026-01-09","2026-01-09","2025-07","LyricFind","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","PG","0.00000","0.000415000000",
"2026-01-09","2026-01-09","2025-11","Pandora","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","4","100","Song","US","0.00000","0.023402244124",
"2026-01-09","2026-01-09","2025-11","Pandora","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","5","100","Song","US","0.00000","0.032853466925",
"2026-01-09","2026-01-09","2025-11","Pandora","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","8","100","Song","US","0.00000","0.028000001565",
"2025-12-30","2025-12-30","2025-11","Tidal","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","US","0.00000","0.046664719713",
"2025-12-30","2025-12-30","2025-11","Tidal","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","MX","0.00000","0.019506873157",
"2025-12-30","2025-12-30","2025-11","Tidal","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","6","100","Song","FR","0.00000","0.073521788964",
"2025-12-30","2025-12-30","2025-09","NetEase","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","7","100","Song","US","0.00000","0.003273839601",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","7","100","Song","GB","0.00000","0.026823277451",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1530","100","Song","US","0.00000","5.928770668536",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","UG","0.00000","0.000020999991",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","KE","0.00000","0.000022999990",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","JO","0.00000","0.003351998681",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","GT","0.00000","0.000726999714",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","EG","0.00000","0.000007999996",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","EC","0.00000","0.000044999982",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","ZA","0.00000","0.000159137937",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","TW","0.00000","0.000229865909",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","68","100","Song","TR","0.00000","0.046050982690",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","TH","0.00000","0.000058939976",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","SE","0.00000","0.000611796959",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","SA","0.00000","0.000381931049",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","RO","0.00000","0.000614154558",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","11","100","Song","PL","0.00000","0.002110051170",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","25","100","Song","PH","0.00000","0.000812192880",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","NZ","0.00000","0.003937190451",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","NL","0.00000","0.006527013033",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","33","100","Song","MX","0.00000","0.062531779009",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","IT","0.00000","0.000806298882",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","IE","0.00000","0.007069260820",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","9","100","Song","HU","0.00000","0.017008898511",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","5","100","Song","HR","0.00000","0.016096507670",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","FR","0.00000","0.012587221450",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","FI","0.00000","0.000135561946",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","ES","0.00000","0.003648384565",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","25","100","Song","DE","0.00000","0.118277209087",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","CY","0.00000","0.000139098345",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","20","100","Song","CA","0.00000","0.028855833852",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","11","100","Song","BR","0.00000","0.028686086719",
"2025-12-30","2025-12-30","2025-10","Spotify","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","16","100","Song","AU","0.00000","0.062627261772",
"2025-12-24","2025-12-24","2025-11","iTunes Songs","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","US","0.00000","0.490016058651",
"2025-12-24","2025-12-24","2025-11","Apple Music","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","30","100","Song","US","0.00000","0.274316989829",
"2025-12-24","2025-12-24","2025-11","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1003","100","Song","US","0.00000","5.841494435611",
"2025-12-24","2025-12-24","2025-11","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","UA","0.00000","0.002172071182",
"2025-12-24","2025-12-24","2025-11","Apple Music","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","1","100","Song","MX","0.00000","0.003796075951",
"2025-12-24","2025-12-24","2025-11","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","23","100","Song","MX","0.00000","0.054818046955",
"2025-12-24","2025-12-24","2025-11","Apple Music","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","1","100","Song","GB","0.00000","0.013947202068",
"2025-12-24","2025-12-24","2025-11","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","DE","0.00000","0.024548416026",
"2025-12-24","2025-12-24","2025-11","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","CZ","0.00000","0.003232478156",
"2025-12-24","2025-12-24","2025-11","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","23","100","Song","CA","0.00000","0.081187638005",
"2025-12-24","2025-12-24","2025-11","Apple Music","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","AU","0.00000","0.007732661629",
"2025-12-23","2025-12-23","2025-11","YouTube (Ads) - Composition","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","6798","100","Song","US","0.00000","6.500670266540",
"2025-12-23","2025-12-23","2025-11","YouTube (Ads) - Composition","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","15","100","Song","US","0.00000","0.004032429804",
"2025-12-23","2025-12-23","2025-11","YouTube (Ads) - Composition","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","GU","0.00000","0.000032415030",
"2025-12-23","2025-12-23","2025-11","YouTube (Red) - Composition","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1297","100","Song","US","0.00000","2.138437544094",
"2025-12-23","2025-12-23","2025-11","YouTube (Red) - Composition","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","PR","0.00000","0.003510871900",
"2025-12-23","2025-12-23","2025-11","YouTube (Red) - Composition","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","GU","0.00000","0.001669763882",
"2025-12-23","2025-12-23","2025-11","Youtube Shorts Composition","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","374","100","Song","US","0.00000","0.007796284091",
"2025-12-23","2025-12-23","2025-11","YouTube (Red)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","1","100","Song","US","0.00000","0.019542468158",
"2025-12-23","2025-12-23","2025-11","YouTube (Red)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","155","100","Song","US","0.00000","1.729678147135",
"2025-12-23","2025-12-23","2025-11","YouTube (Red)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","MX","0.00000","0.006692259959",
"2025-12-23","2025-12-23","2025-11","YouTube (Red)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","DE","0.00000","0.020607912933",
"2025-12-23","2025-12-23","2025-11","YouTube (Audio)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","5","100","Song","US","0.00000","0.012505798834",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","4","100","Song","US","0.00000","0.009417166661",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","1","100","Song","US","0.00000","0.000034925285",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","3","100","Song","PL","0.00000","0.000190888513",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","6798","100","Song","US","0.00000","21.668900888469",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","15","100","Song","US","0.00000","0.006720716340",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","TH","0.00000","0.000783963517",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","SG","0.00000","0.001110114750",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","SA","0.00000","0.005281248871",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","PL","0.00000","0.003526835364",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","PA","0.00000","0.001853659526",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","4","100","Song","NZ","0.00000","0.045896481815",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","NO","0.00000","0.000591874447",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","NL","0.00000","0.009798543502",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","114","100","Song","MX","0.00000","0.049105169657",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","KW","0.00000","0.000465015623",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","KH","0.00000","0.000568663684",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","JP","0.00000","0.000298138244",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","JO","0.00000","0.006272508509",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","IN","0.00000","0.000036416886",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","IE","0.00000","0.003505225343",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","ID","0.00000","0.001269388604",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","HU","0.00000","0.002587599848",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","HN","0.00000","0.000166077008",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","GU","0.00000","0.000108050101",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","GT","0.00000","0.000346160511",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","GE","0.00000","0.001338220521",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","8","100","Song","GB","0.00000","0.027394302509",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","9","100","Song","FR","0.00000","0.015316302041",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","10","100","Song","ES","0.00000","0.011929931809",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","DK","0.00000","0.000414992428",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","76","100","Song","DE","0.00000","0.223679318232",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","CR","0.00000","0.000234108554",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","CO","0.00000","0.000673512302",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","28","100","Song","CA","0.00000","0.079641329019",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","11","100","Song","BR","0.00000","0.005200011201",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","BE","0.00000","0.009890185996",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","16","100","Song","AU","0.00000","0.086247592288",
"2025-12-23","2025-12-23","2025-11","YouTube (Ads)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","1","100","Song","US","0.00000","0.017810483572",
"2025-12-23","2025-12-23","2025-11","YouTube (Ads)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","1","100","Song","MX","0.00000","0.000057251547",
"2025-12-23","2025-12-23","2025-11","YouTube (Ads)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","185","100","Song","US","0.00000","0.414947657765",
"2025-12-23","2025-12-23","2025-11","YouTube (Ads)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","FR","0.00000","0.000618736903",
"2025-12-23","2025-12-23","2025-11","YouTube (Ads)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","DE","0.00000","0.006972608140",
"2025-12-23","2025-12-23","2025-11","YouTube (Ads)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","CO","0.00000","0.000500031860",
"2025-12-23","2025-12-23","2025-11","YouTube (Ads)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","BO","0.00000","0.000325125758",
"2025-12-23","2025-12-23","2025-11","YouTube (Ads)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","AS","0.00000","0.000101897248",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","1","100","Song","US","0.00000","0.000172953627",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","1","100","Song","PL","0.00000","0.001810281518",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","1","100","Song","KR","0.00000","0.000473835056",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","1","100","Song","FR","0.00000","0.005613837741",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","US","0.00000","0.007966215594",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","4","100","Song","US","0.00000","0.010416703673",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","US","0.00000","0.005805718350",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","923","100","Song","US","0.00000","10.381626894350",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","PR","0.00000","0.027032133264",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","3","100","Song","PL","0.00000","0.016531538007",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","PH","0.00000","0.001383235680",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","NO","0.00000","0.025401630596",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","36","100","Song","MX","0.00000","0.114104908764",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","GU","0.00000","0.013397334962",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","GB","0.00000","0.009172292479",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","DE","0.00000","0.016486330346",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","7","100","Song","CA","0.00000","0.077721460578",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","BR","0.00000","0.002443380374",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","BH","0.00000","0.007494452060",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","BE","0.00000","0.005585543595",
"2025-12-23","2025-12-23","2025-11","YouTube (ContentID)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","AU","0.00000","0.011677561940",
"2025-12-18","2025-12-18","2025-10","Amazon Prime (Streaming)","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","1","100","Song","US","0.00000","0.002132561766",
"2025-12-18","2025-12-18","2025-10","Amazon Prime (Streaming)","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","10","100","Song","US","0.00000","0.038386111804",
"2025-12-08","2025-12-08","2025-10","Pandora","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","2","100","Song","US","0.00000","0.011295468048",
"2025-12-08","2025-12-08","2025-10","Pandora","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","1","100","Song","US","0.00000","0.003115820843",
"2025-12-08","2025-12-08","2025-10","Pandora","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","11","100","Song","US","0.00000","0.038500005646",
"2025-12-07","2025-12-07","2025-09","Pandora","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","13","100","Song","US","0.00000","0.045500113799",
"2025-12-07","2025-12-07","2025-09","Facebook","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","34","100","Song","US","0.00000","0.001367378861",
"2025-12-07","2025-12-07","2025-09","Facebook","QuanThaSav and B.Scar","We CU","QZWFL2519015","199511232755","4","100","Song","OU","0.00000","0.000160868100",
"2025-12-07","2025-12-07","2025-09","Facebook","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","15978","100","Song","US","0.00000","0.642587631559",
"2025-12-07","2025-12-07","2025-09","Facebook","QuanThaSav and MiloMadness","Broncos Country Anthem","QZMEQ2536230","199336188978","637","100","Song","OU","0.00000","0.025618245155",
